ngrama,frecuencia,tfidf,specificity_score,ngram_size,rol
busqueda personas dadas,6,0.0063,0.0063,3,victimario
personas dadas desaparecidas,6,0.0063,0.0063,3,victimario
pues eso pues,8,0.006298,0.006298,3,victimario
habian dado orden,5,0.006284,0.006284,3,victimario
eso estaba bien,5,0.006273,0.006273,3,victimario
tal parte hay,7,0.006264,0.006264,3,victimario
poblacion civil entonces,5,0.00626,0.00626,3,victimario
poblacion civil eso,6,0.006255,0.006255,3,victimario
dije porque usted,5,0.006253,0.006253,3,victimario
familia porque pues,4,0.006251,0.006251,3,victimario
eramos muy pocos,4,0.00625,0.00625,3,victimario
porque como decia,5,0.006244,0.006244,3,victimario
como dieron cuenta,5,0.00624,0.00624,3,victimario
test muchisimas gracias,5,0.006236,0.006236,3,victimario
eso usted dice,4,0.006231,0.006231,3,victimario
risas porque eso,5,0.006217,0.006217,3,victimario
hacen consejo guerra,5,0.006206,0.006206,3,victimario
personas habian sido,3,0.006194,0.006194,3,victimario
poblacion civil hubo,3,0.006188,0.006188,3,victimario
ahi todavia estaba,4,0.006188,0.006188,3,victimario
parte fuerza publica,5,0.006183,0.006183,3,victimario
porque eso hace,5,0.006149,0.006149,3,victimario
doctrina seguridad nacional,8,0.006138,0.006138,3,victimario
mejor dicho interrup,6,0.006136,0.006136,3,victimario
eso pues eso,6,0.006131,0.006131,3,victimario
paso esto esto,8,0.00612,0.00612,3,victimario
muy poco porque,4,0.006116,0.006116,3,victimario
muchas gracias espacio,4,0.006108,0.006108,3,victimario
gente entonces decia,4,0.006107,0.006107,3,victimario
voy parar grabacion,4,0.006103,0.006103,3,victimario
pues porque como,4,0.006098,0.006098,3,victimario
asi como muy,5,0.00609,0.00609,3,victimario
comandante frente comandante,5,0.006089,0.006089,3,victimario
habian hecho reunion,4,0.006087,0.006087,3,victimario
parte politica parte,4,0.006081,0.006081,3,victimario
como vuelvo digo,6,0.00607,0.00607,3,victimario
trabajo social politico,6,0.006068,0.006068,3,victimario
quitarle agua pez,6,0.006065,0.006065,3,victimario
guerrilla algun momento,5,0.006058,0.006058,3,victimario
bueno listo vamos,4,0.006051,0.006051,3,victimario
toda gente estaba,4,0.006048,0.006048,3,victimario
parte grupos armados,4,0.006047,0.006047,3,victimario
todas maneras eso,6,0.006045,0.006045,3,victimario
sino estoy mal,3,0.006042,0.006042,3,victimario
gente decia bueno,4,0.00604,0.00604,3,victimario
entonces bueno despues,7,0.006038,0.006038,3,victimario
tuvo nada ver,5,0.006034,0.006034,3,victimario
eso hacia parte,6,0.006026,0.006026,3,victimario
grupo fuerzas especiales,8,0.00602,0.00602,3,victimario
eso porque usted,5,0.006016,0.006016,3,victimario
porque van matar,5,0.006011,0.006011,3,victimario
entonces eso ahi,4,0.005997,0.005997,3,victimario
ahi entonces eso,4,0.005985,0.005985,3,victimario
entonces muchas personas,6,0.005984,0.005984,3,victimario
porque nadie secreto,5,0.005974,0.005974,3,victimario
entonces eso hace,4,0.00596,0.00596,3,victimario
como como como,5,0.005957,0.005957,3,victimario
gente estaba ahi,6,0.005955,0.005955,3,victimario
grupo grupo grupo,5,0.00595,0.00595,3,victimario
muy grande porque,5,0.005947,0.005947,3,victimario
hay gente dice,5,0.00593,0.00593,3,victimario
estaba prestando servicio,5,0.005926,0.005926,3,victimario
parte militar parte,6,0.005924,0.005924,3,victimario
sea hay gente,5,0.005916,0.005916,3,victimario
entonces dijo usted,5,0.005914,0.005914,3,victimario
dijo usted puede,4,0.005909,0.005909,3,victimario
iba quedar ahi,4,0.005904,0.005904,3,victimario
raiz eso pues,5,0.005891,0.005891,3,victimario
dio cuenta estaba,5,0.005878,0.005878,3,victimario
daba miedo porque,6,0.005872,0.005872,3,victimario
prestar servicio militar,7,0.005863,0.005863,3,victimario
nada porque pues,5,0.005834,0.005834,3,victimario
poblacion civil porque,5,0.005832,0.005832,3,victimario
muchas gracias voy,4,0.005819,0.005819,3,victimario
esto esto entonces,6,0.005813,0.005813,3,victimario
como tal porque,6,0.00581,0.00581,3,victimario
eso vamos ver,4,0.005808,0.005808,3,victimario
escuela formacion politica,4,0.005803,0.005803,3,victimario
comandante frente entonces,6,0.005798,0.005798,3,victimario
muy dificil eso,4,0.005793,0.005793,3,victimario
puedes contar poco,5,0.00579,0.00579,3,victimario
entonces decia eso,4,0.005787,0.005787,3,victimario
unidad busqueda personas,5,0.005779,0.005779,3,victimario
eso bueno listo,4,0.005775,0.005775,3,victimario
eso claro porque,5,0.005772,0.005772,3,victimario
ahi dure como,4,0.005766,0.005766,3,victimario
fuerzas militares como,5,0.005766,0.005766,3,victimario
como mejor dicho,5,0.005764,0.005764,3,victimario
bueno entonces ahi,6,0.005764,0.005764,3,victimario
muy duro eso,8,0.005763,0.005763,3,victimario
como llama eso,5,0.005761,0.005761,3,victimario
claro sea ustedes,4,0.005755,0.005755,3,victimario
llamo mucho atencion,5,0.005752,0.005752,3,victimario
llegaba mucha gente,6,0.005751,0.005751,3,victimario
hasta ahi hasta,4,0.005746,0.005746,3,victimario
gente muy bien,6,0.005737,0.005737,3,victimario
pues habian personas,4,0.005725,0.005725,3,victimario
medio eso como,5,0.005717,0.005717,3,victimario
estaba como como,3,0.005715,0.005715,3,victimario
bueno muy bien,5,0.005702,0.005702,3,victimario
gente entonces gente,5,0.005702,0.005702,3,victimario
guerra consejo guerra,5,0.005689,0.005689,3,victimario
dije mire senor,4,0.005684,0.005684,3,victimario
tal parte eso,5,0.005682,0.005682,3,victimario
millones pesos mensuales,8,0.005677,0.005677,3,victimario
todas maneras pues,6,0.005676,0.005676,3,victimario
gente estaba acuerdo,3,0.005675,0.005675,3,victimario
pues como como,4,0.005672,0.005672,3,victimario
hacia parte estructura,4,0.005659,0.005659,3,victimario
pasando esto esto,5,0.005656,0.005656,3,victimario
despues proceso paz,6,0.005649,0.005649,3,victimario
como objetivo militar,6,0.005645,0.005645,3,victimario
declarados objetivo militar,5,0.005641,0.005641,3,victimario
bien porque pues,5,0.005633,0.005633,3,victimario
toda vaina ahi,9,0.005625,0.005625,3,victimario
estado mayor frente,6,0.005622,0.005622,3,victimario
voy usted usted,3,0.005616,0.005616,3,victimario
ahi entonces empezamos,4,0.00561,0.00561,3,victimario
ningun grupo armado,6,0.005604,0.005604,3,victimario
porque eran como,6,0.005603,0.005603,3,victimario
gente gente gente,5,0.005602,0.005602,3,victimario
hombres como mujeres,5,0.005598,0.005598,3,victimario
muy duro duro,4,0.005597,0.005597,3,victimario
porque eso eso,5,0.005594,0.005594,3,victimario
entonces ahi como,5,0.005588,0.005588,3,victimario
muy buena porque,5,0.005583,0.005583,3,victimario
guerrilla poblacion civil,5,0.005578,0.005578,3,victimario
iba entonces iba,4,0.005578,0.005578,3,victimario
miren ver como,5,0.005576,0.005576,3,victimario
usted porque usted,5,0.00557,0.00557,3,victimario
asi asi entonces,5,0.005566,0.005566,3,victimario
dije entonces dijo,3,0.005566,0.005566,3,victimario
porque vuelvo digo,7,0.005565,0.005565,3,victimario
muchas gracias muchas,5,0.005563,0.005563,3,victimario
autodefensas bloque central,4,0.005563,0.005563,3,victimario
partido comunista clandestino,4,0.005563,0.005563,3,victimario
porque eso solamente,5,0.005561,0.005561,3,victimario
organizacion inc organizacion,4,0.005561,0.005561,3,victimario
entonces mando llamar,5,0.005556,0.005556,3,victimario
entonces decia bueno,5,0.005555,0.005555,3,victimario
gracias muchas gracias,6,0.005547,0.005547,3,victimario
entonces dije listo,5,0.005537,0.005537,3,victimario
porque hay eso,4,0.005532,0.005532,3,victimario
estado dio oportunidad,3,0.005527,0.005527,3,victimario
llame mama dije,4,0.005524,0.005524,3,victimario
entonces dijeron bueno,4,0.005522,0.005522,3,victimario
entonces estoy hablando,4,0.005511,0.005511,3,victimario
hay derechos humanos,4,0.005509,0.005509,3,victimario
matar van matar,4,0.005506,0.005506,3,victimario
hay proceso paz,4,0.005505,0.005505,3,victimario
epoca estoy hablando,4,0.0055,0.0055,3,victimario
sabiamos nada porque,3,0.005495,0.005495,3,victimario
mucho mucho mucho,4,0.005494,0.005494,3,victimario
hasta llego momento,5,0.005484,0.005484,3,victimario
pues estaba ahi,4,0.005484,0.005484,3,victimario
van echar culpa,4,0.005483,0.005483,3,victimario
pues hasta momento,4,0.005482,0.005482,3,victimario
conocidos conocidos conocidos,3,0.005475,0.005475,3,victimario
porque eso hacia,5,0.005472,0.005472,3,victimario
pues como decia,4,0.005456,0.005456,3,victimario
cuales eran sus,4,0.005453,0.005453,3,victimario
proceso paz entonces,5,0.005453,0.005453,3,victimario
eso despues eso,4,0.005446,0.005446,3,victimario
derechos humanos hay,5,0.005446,0.005446,3,victimario
dije voy fui,4,0.005444,0.005444,3,victimario
ahi como eso,5,0.00544,0.00544,3,victimario
eramos como hombres,4,0.00544,0.00544,3,victimario
poblacion civil ejemplo,4,0.005433,0.005433,3,victimario
hacia abajo hacia,5,0.005429,0.005429,3,victimario
muy grande entonces,5,0.005429,0.005429,3,victimario
mama porque mama,4,0.005429,0.005429,3,victimario
dije pues voy,4,0.005427,0.005427,3,victimario
eso porque hubo,5,0.005421,0.005421,3,victimario
porque estaba estaba,4,0.005421,0.005421,3,victimario
ejercito policia entonces,5,0.005412,0.005412,3,victimario
son muy buenos,5,0.00541,0.00541,3,victimario
muchas hay muchas,5,0.005408,0.005408,3,victimario
asi sucesivamente entonces,3,0.005396,0.005396,3,victimario
temas derechos humanos,3,0.005383,0.005383,3,victimario
organizacion pues como,3,0.005379,0.005379,3,victimario
inc ejercito liberacion,4,0.005378,0.005378,3,victimario
ahi estaba comandante,3,0.005376,0.005376,3,victimario
responsabilidad muy grande,5,0.005375,0.005375,3,victimario
entonces pues ahi,5,0.005372,0.005372,3,victimario
hombres mujeres eramos,4,0.005372,0.005372,3,victimario
conflicto armado guerrilla,3,0.005365,0.005365,3,victimario
ahi porque estaba,5,0.005364,0.005364,3,victimario
mire tal parte,4,0.005356,0.005356,3,victimario
dijo asi dije,5,0.005354,0.005354,3,victimario
grupo armado ilegal,6,0.005354,0.005354,3,victimario
parte como digo,3,0.005353,0.005353,3,victimario
papa porque papa,4,0.005352,0.005352,3,victimario
guerrilla como tal,7,0.005347,0.005347,3,victimario
porque ustedes son,5,0.005346,0.005346,3,victimario
porque ahi estaba,4,0.005345,0.005345,3,victimario
pablo escobar entonces,3,0.005345,0.005345,3,victimario
interrup claro cont,5,0.005342,0.005342,3,victimario
servicio militar obligatorio,4,0.00534,0.00534,3,victimario
fuerza publica pues,6,0.005333,0.005333,3,victimario
como proceso paz,5,0.005332,0.005332,3,victimario
objetivo militar entonces,5,0.005328,0.005328,3,victimario
estaba haciendo inteligencia,5,0.005328,0.005328,3,victimario
como,44545,0.033081,0.172906,1,tercero
eso,37401,0.031736,0.208298,1,tercero
porque,33772,0.031426,0.206939,1,tercero
entonces,35941,0.03079,0.237413,1,tercero
pues,23375,0.027551,0.210537,1,tercero
ahi,19398,0.026794,0.270218,1,tercero
muy,18029,0.026433,0.169824,1,tercero
hay,15204,0.026039,0.166039,1,tercero
gente,13228,0.024672,0.176088,1,tercero
bueno,11152,0.024097,0.183063,1,tercero
estaba,10420,0.023697,0.177817,1,tercero
son,9124,0.023081,0.145603,1,tercero
sea,10403,0.022793,0.16685,1,tercero
asi,8276,0.022741,0.198342,1,tercero
parte,7440,0.022289,0.153945,1,tercero
despues,7664,0.021994,0.20887,1,tercero
eran,6709,0.021403,0.176843,1,tercero
mucho,6851,0.021252,0.149232,1,tercero
momento,6756,0.021112,0.159887,1,tercero
usted,9641,0.02106,0.178852,1,tercero
creo,8015,0.021016,0.155288,1,tercero
esto,6596,0.02068,0.14049,1,tercero
hasta,5502,0.020374,0.136504,1,tercero
estan,5614,0.020085,0.194819,1,tercero
personas,5037,0.019767,0.143795,1,tercero
ver,5116,0.019663,0.138074,1,tercero
digamos,7891,0.019629,0.209724,1,tercero
organizacion,8242,0.019584,0.244315,1,tercero
tema,7639,0.019535,0.161869,1,tercero
bien,4767,0.019485,0.129621,1,tercero
nada,4979,0.019481,0.133601,1,tercero
estado,5766,0.019347,0.138526,1,tercero
sido,4395,0.019331,0.143733,1,tercero
poco,4661,0.019299,0.141273,1,tercero
estaban,4558,0.019267,0.166674,1,tercero
sus,4470,0.019214,0.116383,1,tercero
claro,5485,0.019015,0.1545,1,tercero
toda,4456,0.018955,0.143114,1,tercero
ahora,4373,0.018841,0.127997,1,tercero
hecho,3968,0.018631,0.137665,1,tercero
sino,4424,0.018616,0.146124,1,tercero
hace,4020,0.018291,0.125095,1,tercero
decia,4679,0.018285,0.209535,1,tercero
ejemplo,5043,0.018278,0.148949,1,tercero
tengo,4392,0.018227,0.129659,1,tercero
habian,4174,0.018214,0.209105,1,tercero
hacia,3956,0.018195,0.142819,1,tercero
muchas,4041,0.018142,0.141145,1,tercero
puede,3932,0.018125,0.120574,1,tercero
menos,3664,0.018076,0.131494,1,tercero
ustedes,4227,0.018031,0.159749,1,tercero
proceso,4967,0.017888,0.151483,1,tercero
dijo,4895,0.017849,0.137629,1,tercero
iba,3794,0.017827,0.154629,1,tercero
todas,3606,0.017725,0.131377,1,tercero
tenian,3589,0.017713,0.206621,1,tercero
dice,4439,0.017605,0.132524,1,tercero
guerrilla,4439,0.017518,0.205418,1,tercero
hubo,3912,0.017513,0.15916,1,tercero
estamos,3460,0.01721,0.137449,1,tercero
trabajo,3614,0.017192,0.126244,1,tercero
colombia,4115,0.017132,0.153297,1,tercero
quien,3349,0.01703,0.12858,1,tercero
dos,3215,0.017008,0.112752,1,tercero
muchos,3443,0.016982,0.130569,1,tercero
conflicto,3578,0.016906,0.166668,1,tercero
caso,3525,0.016841,0.127542,1,tercero
alli,3818,0.016717,0.185908,1,tercero
paso,2897,0.016646,0.138673,1,tercero
grupos,3063,0.016597,0.145484,1,tercero
acuerdo,3701,0.016525,0.128965,1,tercero
zona,3616,0.016509,0.141284,1,tercero
pais,3151,0.016509,0.171657,1,tercero
tenemos,3204,0.016446,0.130591,1,tercero
voy,3340,0.016426,0.12402,1,tercero
epoca,3720,0.016386,0.201268,1,tercero
van,3053,0.016362,0.132188,1,tercero
tal,3479,0.016331,0.126292,1,tercero
verdad,3110,0.016285,0.124445,1,tercero
llego,2849,0.016273,0.168473,1,tercero
grupo,3040,0.016268,0.128073,1,tercero
gobierno,4003,0.016201,0.120081,1,tercero
paramilitares,3288,0.01617,0.197732,1,tercero
vamos,3082,0.016136,0.130362,1,tercero
ejercito,3741,0.016128,0.188803,1,tercero
dije,3972,0.016073,0.145377,1,tercero
violencia,2602,0.01605,0.147352,1,tercero
digo,3398,0.015994,0.136877,1,tercero
territorio,3180,0.015966,0.150535,1,tercero
estoy,3040,0.015942,0.114146,1,tercero
persona,2670,0.015923,0.126084,1,tercero
tipo,3268,0.015837,0.122115,1,tercero
familia,2620,0.015676,0.125197,1,tercero
hablar,2695,0.015674,0.128058,1,tercero
mucha,2621,0.015611,0.135407,1,tercero
luego,2799,0.015602,0.118873,1,tercero
test,2835,0.015548,0.172189,1,tercero
frente,2986,0.015517,0.12821,1,tercero
hoy,3139,0.01546,0.116008,1,tercero
politica,3621,0.015395,0.178643,1,tercero
importante,2831,0.015291,0.123884,1,tercero
policia,2900,0.015263,0.172687,1,tercero
haciendo,2425,0.015208,0.124631,1,tercero
situacion,2520,0.015114,0.177531,1,tercero
cuenta,2345,0.015073,0.11172,1,tercero
primero,2208,0.015036,0.124236,1,tercero
lado,2561,0.015035,0.120078,1,tercero
paz,3381,0.01502,0.128541,1,tercero
fui,2490,0.014998,0.137263,1,tercero
hicieron,2122,0.014991,0.136918,1,tercero
senor,2903,0.014988,0.18968,1,tercero
gracias,2323,0.014937,0.107985,1,tercero
todavia,2293,0.01489,0.160739,1,tercero
comunidad,2755,0.014885,0.13116,1,tercero
pueblo,2296,0.014816,0.118997,1,tercero
papa,2802,0.014814,0.142687,1,tercero
contra,2420,0.01473,0.109178,1,tercero
iban,2202,0.014711,0.148682,1,tercero
derechos,2237,0.014526,0.123362,1,tercero
solo,2476,0.014491,0.100086,1,tercero
decian,1908,0.014461,0.180672,1,tercero
dicen,2213,0.01444,0.12328,1,tercero
interrup,2453,0.014421,0.199233,1,tercero
fuera,1962,0.014368,0.11278,1,tercero
cada,2087,0.014317,0.102183,1,tercero
social,2181,0.014317,0.116328,1,tercero
llama,2151,0.014308,0.126764,1,tercero
nacional,2325,0.014293,0.108899,1,tercero
pasa,2025,0.014243,0.115394,1,tercero
casi,1942,0.01421,0.112836,1,tercero
salir,1719,0.014186,0.118842,1,tercero
cual,1951,0.014169,0.109253,1,tercero
recuerdo,2306,0.014158,0.128299,1,tercero
pronto,2096,0.014135,0.126157,1,tercero
haber,1870,0.014099,0.110997,1,tercero
dio,1912,0.01409,0.121889,1,tercero
publica,2585,0.014079,0.143557,1,tercero
historia,1945,0.014072,0.107861,1,tercero
realmente,1977,0.014058,0.119665,1,tercero
guerra,2852,0.014054,0.113541,1,tercero
mama,2219,0.013966,0.148332,1,tercero
soy,1853,0.013959,0.103463,1,tercero
mujeres,2574,0.013957,0.112446,1,tercero
comunidades,2441,0.013955,0.137259,1,tercero
nadie,1911,0.013906,0.106588,1,tercero
fuerza,2234,0.013891,0.120488,1,tercero
algun,1849,0.013878,0.143986,1,tercero
presencia,2243,0.013855,0.128422,1,tercero
queria,1865,0.01385,0.150711,1,tercero
llegar,1685,0.013848,0.115364,1,tercero
medio,1796,0.013818,0.108147,1,tercero
nombre,1921,0.013808,0.107761,1,tercero
solamente,1936,0.0138,0.126965,1,tercero
farc,2405,0.013794,0.155731,1,tercero
trabajar,1603,0.013739,0.119495,1,tercero
ademas,2003,0.013707,0.148584,1,tercero
armado,1910,0.013692,0.147218,1,tercero
tenido,1628,0.013678,0.119897,1,tercero
problema,1943,0.013675,0.110174,1,tercero
plata,2057,0.013648,0.123444,1,tercero
mejor,1878,0.013637,0.09576,1,tercero
fuerte,1840,0.013613,0.117762,1,tercero
mataron,1696,0.013594,0.148218,1,tercero
podia,1597,0.013572,0.15208,1,tercero
mundo,2077,0.013555,0.097055,1,tercero
dentro,2121,0.013464,0.107531,1,tercero
hablando,1928,0.013441,0.11937,1,tercero
informacion,1930,0.013395,0.15461,1,tercero
hacian,1479,0.013348,0.165608,1,tercero
pasado,1461,0.013301,0.105618,1,tercero
relacion,2011,0.013299,0.153502,1,tercero
dar,1594,0.013297,0.107729,1,tercero
tierra,1896,0.013289,0.111328,1,tercero
incluso,1838,0.013267,0.109619,1,tercero
tuvo,1699,0.01325,0.113394,1,tercero
hacen,1642,0.013232,0.110232,1,tercero
primera,1774,0.013181,0.101031,1,tercero
armados,1641,0.013158,0.145468,1,tercero
nivel,1562,0.013092,0.108797,1,tercero
